SEQ,X,Y,Z
683,-0.01,-0.32,0.97
684,-0.01,-0.32,0.97
685,-0.01,-0.32,0.97
686,-0.01,-0.32,0.97
687,-0.01,-0.32,0.97
688,-0.01,-0.32,0.96
689,-0.02,-0.35,0.96
690,-0.02,-0.35,0.96
691,-0.02,-0.35,0.96
692,-0.02,-0.35,0.96
693,-0.02,-0.35,0.96
694,-0.02,-0.35,0.96
695,-0.02,-0.35,0.96
696,-0.02,-0.35,0.96
697,-0.02,-0.35,0.96
698,-0.02,-0.35,0.96
699,-0.02,-0.35,0.96
700,-0.01,-0.35,0.92
701,-0.01,-0.35,0.92
702,-0.01,-0.35,0.92
703,0.01,-0.3,0.92
704,0.01,-0.3,0.92
705,0.01,-0.3,0.92
706,0.01,-0.3,0.92
707,0.01,-0.3,0.92
708,0.01,-0.3,0.92
709,0.01,-0.3,0.92
710,0.01,-0.3,0.92
711,0.01,-0.3,0.92
712,0.01,-0.3,0.92
713,0.01,-0.3,0.92
714,0.01,-0.34,0.91
715,0,-0.33,0.91
716,0,-0.33,0.91
717,0,-0.33,0.91
718,0,-0.33,0.91
719,0,-0.33,0.91
720,0,-0.33,0.91
721,0,-0.33,0.91
722,0,-0.33,0.91
723,0,-0.33,0.91
724,0,-0.33,0.91
725,0,-0.33,0.91
726,0,-0.33,0.9
727,0,-0.32,0.9
728,0,-0.32,0.9
729,0,-0.32,0.9
730,0,-0.32,0.9
731,0,-0.32,0.9
732,0,-0.32,0.9
733,0,-0.32,0.9
734,0,-0.32,0.9
735,0,-0.32,0.9
736,0,-0.32,0.9
737,0,-0.32,0.9
738,0,-0.32,0.91
739,-0.01,-0.35,0.91
740,-0.01,-0.35,0.91
741,-0.01,-0.35,0.91
742,-0.01,-0.35,0.91
743,-0.01,-0.35,0.91
744,-0.01,-0.35,0.91
745,-0.01,-0.35,0.91
746,-0.01,-0.35,0.91
747,-0.01,-0.35,0.91
748,-0.01,-0.35,0.91
749,-0.01,-0.35,0.91
750,-0.02,-0.32,0.97
751,-0.02,-0.32,0.97
752,-0.02,-0.32,0.97
753,-0.02,-0.32,0.97
754,-0.02,-0.32,0.97
755,-0.02,-0.32,0.97
756,-0.02,-0.32,0.97
757,-0.02,-0.32,0.97
758,-0.02,-0.32,0.97
759,-0.02,-0.32,0.97
760,-0.02,-0.32,0.97
761,0,-0.3,0.97
762,0,-0.3,0.97
763,0,-0.3,0.97
764,0,-0.3,0.97
765,0,-0.3,0.97
766,0,-0.3,0.97
767,0,-0.3,0.97
768,0,-0.3,0.97
769,0,-0.3,0.97
770,0,-0.3,0.97
771,0,-0.3,0.97
772,0,-0.3,0.97
773,0,-0.29,0.97
774,0,-0.29,0.97
775,0,-0.29,0.97
776,0,-0.29,0.97
777,0,-0.29,0.97
778,0,-0.29,0.97
779,0,-0.29,0.97
780,0,-0.29,0.97
781,0,-0.29,0.97
782,0,-0.29,0.97
783,0,-0.29,0.97
784,0,-0.29,0.97
785,-0.05,-0.31,1
786,-0.05,-0.31,1
787,-0.05,-0.31,1
788,-0.05,-0.31,1
789,-0.05,-0.31,1
790,-0.05,-0.31,1
791,-0.05,-0.31,1
792,-0.05,-0.31,1
793,-0.05,-0.31,1
794,-0.05,-0.31,1
795,-0.05,-0.31,1
796,-0.05,-0.31,1
797,-0.01,-0.32,0.97
798,-0.01,-0.32,0.97
799,-0.01,-0.32,0.97
800,-0,-0.3,0.96
801,-0,-0.3,0.96
802,-0,-0.3,0.96
803,-0,-0.3,0.96
804,-0,-0.3,0.96
805,-0,-0.3,0.96
806,-0,-0.3,0.96
807,-0,-0.29,0.97
808,-0.01,-0.29,0.97
809,-0.01,-0.29,0.97
810,-0.01,-0.29,0.97
811,-0.01,-0.29,0.97
812,-0.01,-0.29,0.97
813,-0.01,-0.29,0.97
814,-0.01,-0.29,0.97
815,-0.01,-0.29,0.97
816,-0.01,-0.29,0.97
817,-0.01,-0.29,0.97
818,-0.01,-0.29,0.97
819,-0.01,-0.26,0.97
