SEQ,X,Y,Z
844,0.04,-0.01,1.01
845,0.04,-0.01,1.01
846,0.04,-0.01,0.96
847,0.01,-0.01,0.96
848,0.01,-0.01,0.96
849,0.01,-0.01,0.96
850,0.01,-0.02,0.99
851,0.01,-0.02,0.99
852,0.02,-0.01,0.97
853,0.02,-0.01,0.97
854,0.02,-0.01,0.97
855,0.02,-0.01,0.97
856,0.02,-0.01,0.97
857,0.02,-0.01,0.97
858,0.02,-0.01,0.97
859,0.02,-0.01,0.97
860,0.02,-0.01,0.97
861,0.02,-0.01,0.97
862,0.02,-0.01,0.97
863,0.02,-0.01,0.97
864,0.01,-0.01,0.98
865,0.01,-0.01,0.98
866,0.01,-0.01,0.98
867,0.01,-0.01,0.98
868,0.01,-0.01,0.98
869,0.01,-0.01,0.98
870,0.01,-0.01,0.98
871,0.01,-0.01,0.98
872,0.01,-0.01,0.98
873,0.01,-0.01,0.98
874,0.01,-0.01,0.98
875,0.01,-0.01,0.98
876,0.03,-0.01,0.99
877,0.03,-0.01,0.99
878,0.03,-0.01,0.99
879,0.03,-0.01,0.99
880,0.03,-0.01,0.99
881,0.03,-0.01,0.99
882,0.03,-0.01,0.99
883,0.03,-0.01,0.99
884,0.03,-0.01,0.99
885,0.03,-0.01,0.99
886,0.03,-0.01,0.99
887,0.03,-0.01,0.99
888,0.02,-0.01,0.99
889,0.02,-0.01,0.99
890,0.02,-0.01,0.99
891,0.02,-0.01,0.99
892,0.02,-0.01,0.99
893,0.02,-0.01,0.99
894,0.02,-0.01,0.99
895,0.02,-0.01,0.99
896,0.02,-0.01,0.99
897,0.02,-0.01,0.99
898,0.02,-0.01,0.99
899,0.02,-0.01,0.99
900,0.01,-0.02,0.99
901,0.01,-0.02,0.99
902,0.01,-0.02,0.99
903,0.01,-0.02,0.99
904,0.01,-0.02,0.99
905,0.02,-0.02,1
906,0.02,-0.02,1
907,0.02,-0.02,1
908,0.02,-0.02,1
909,0.02,-0.02,1
910,0.02,-0.02,1
911,0.02,-0.02,1
912,0.02,-0.02,1
913,0.02,-0.02,1
914,0.02,-0.02,1
915,0.02,-0.02,1
916,0.02,-0.02,1
917,0.02,-0.02,0.99
918,0.02,-0.02,0.99
919,0.02,-0.02,0.99
920,0.02,-0.02,0.99
921,0.02,-0.02,0.99
922,0.02,-0.02,0.99
923,0.02,-0.02,0.99
924,0.02,-0.02,0.99
925,0.02,-0.02,0.99
926,0.02,-0.02,0.99
927,0.02,-0.02,0.99
928,0.02,-0.02,0.99
929,0.02,-0.01,0.95
930,0.01,-0.01,0.95
931,0.01,-0.01,0.95
932,0.01,-0.01,0.95
933,0.01,-0.01,0.95
934,0.01,-0.01,0.95
935,0.01,-0.01,0.95
936,0.01,-0.01,0.95
937,0.01,-0.01,0.95
938,0.01,-0.01,0.95
939,0.01,-0.01,0.95
940,0.01,-0.01,0.95
941,0.01,-0.01,0.93
942,0.02,-0.01,0.93
943,0.02,-0.01,0.93
944,0.02,-0.01,0.93
945,0.02,-0.01,0.93
946,0.02,-0.01,0.93
947,0.02,-0.01,0.93
948,0.02,-0.01,0.93
949,0.02,-0.01,0.93
950,0.02,-0.01,0.99
951,0.02,-0.01,0.99
952,0.02,-0.01,0.99
953,0.02,-0.01,0.99
954,0.02,-0.01,0.99
955,0.02,-0.01,0.99
956,0.02,-0.01,0.99
957,0.03,-0.01,1
958,0.03,-0.01,1
959,0.03,-0.01,1
960,0.03,-0.01,1
961,0.03,-0.01,1
962,0.03,-0.01,1
963,0.03,-0.01,1
964,0.03,-0.01,1
965,0.03,-0.01,1
966,0.03,-0.01,1
967,0.03,-0.01,1
968,0.03,-0.01,1
969,0.02,-0.01,0.98
970,0.02,-0.01,0.98
971,0.02,-0.01,0.98
