SEQ,IR1,RED1,IR2,RED2,IR3,RED3,IR4,RED4
4460,4685,4263,119100,91517,262143,262143,262143,262143
4461,4676,4264,119100,91583,262143,262143,262143,262143
4462,4695,4220,119111,91553,262143,262143,262143,262143
4463,4652,4274,119160,91574,262143,262143,262143,262143
4464,4668,4230,119222,91575,262143,262143,262143,262143
4465,4632,4258,119187,91601,262143,262143,262143,262143
4466,4671,4228,119289,91578,262143,262143,262143,262143
4467,4684,4278,119264,91630,262143,262143,262143,262143
4468,4671,4242,119328,91578,262143,262143,262143,262143
4469,4697,4232,119358,91633,262143,262143,262143,262143
4470,4654,4247,119356,91627,262143,262143,262143,262143
4471,4650,4253,119425,91633,262143,262143,262143,262143
4472,4648,4219,119231,91590,262143,262143,262143,262143
4473,4643,4262,119041,91519,262143,262143,262143,262143
4474,4670,4263,119044,91565,262143,262143,262143,262143
4475,4641,4250,119064,91516,262143,262143,262143,262143
4476,4675,4270,119011,91489,262143,262143,262143,262143
4477,4690,4280,119059,91535,262143,262143,262143,262143
4478,4672,4247,119004,91534,262143,262143,262143,262143
4479,4718,4260,119066,91552,262143,262143,262143,262143
4480,4675,4252,119062,91557,262143,262143,262143,262143
4481,4624,4256,119136,91570,262143,262143,262143,262143
4482,4665,4221,119163,91607,262143,262143,262143,262143
4483,4681,4243,119213,91547,262143,262143,262143,262143
4484,4637,4242,119235,91611,262143,262143,262143,262143
4485,4691,4254,119307,91586,262143,262143,262143,262143
4486,4675,4255,119282,91644,262143,262143,262143,262143
4487,4684,4250,119300,91631,262143,262143,262143,262143
4488,4668,4245,119370,91661,262143,262143,262143,262143
4489,4711,4232,119461,91667,262143,262143,262143,262143
4490,4671,4212,119470,91645,262143,262143,262143,262143
4491,4695,4245,119398,91561,262143,262143,262143,262143
4492,4660,4257,119104,91507,262143,262143,262143,262143
4493,4671,4249,119038,91513,262143,262143,262143,262143
4494,4706,4232,119008,91551,262143,262143,262143,262143
4495,4660,4269,118980,91514,262143,262143,262143,262143
4496,4697,4222,118940,91538,262143,262143,262143,262143
4497,4695,4246,119019,91525,262143,262143,262143,262143
4498,4665,4251,118976,91522,262143,262143,262143,262143
4499,4689,4231,119037,91552,262143,262143,262143,262143
4500,4674,4250,119163,91538,262143,262143,262143,262143
4501,4667,4289,119195,91619,262143,262143,262143,262143
4502,4665,4210,119231,91594,262143,262143,262143,262143
4503,4698,4246,119284,91648,262143,262143,262143,262143
4504,4638,4259,119345,91593,262143,262143,262143,262143
4505,4697,4232,119404,91634,262143,262143,262143,262143
4506,4696,4228,119377,91645,262143,262143,262143,262143
4507,4647,4247,119444,91686,262143,262143,262143,262143
4508,4669,4277,119440,91562,262143,262143,262143,262143
4509,4650,4247,119111,91545,262143,262143,262143,262143
4510,4634,4260,118982,91508,262143,262143,262143,262143
4511,4680,4220,118943,91512,262143,262143,262143,262143
4512,4675,4254,119006,91476,262143,262143,262143,262143
4513,4663,4246,118909,91495,262143,262143,262143,262143
4514,4644,4270,119009,91474,262143,262143,262143,262143
4515,4665,4245,118997,91534,262143,262143,262143,262143
4516,4658,4249,119032,91472,262143,262143,262143,262143
4517,4705,4227,119015,91527,262143,262143,262143,262143
4518,4654,4271,119081,91507,262143,262143,262143,262143
4519,4672,4209,119101,91582,262143,262143,262143,262143
4520,4684,4250,119158,91518,262143,262143,262143,262143
4521,4667,4245,119200,91599,262143,262143,262143,262143
4522,4649,4284,119251,91585,262143,262143,262143,262143
4523,4670,4236,119205,91618,262143,262143,262143,262143
4524,4699,4239,119307,91607,262143,262143,262143,262143
4525,4631,4248,119302,91625,262143,262143,262143,262143
4526,4669,4275,119409,91621,262143,262143,262143,262143
4527,4665,4250,119445,91679,262143,262143,262143,262143
4528,4654,4260,119517,91684,262143,262143,262143,262143
4529,4701,4243,119454,91627,262143,262143,262143,262143
4530,4625,4253,119140,91512,262143,262143,262143,262143
4531,4668,4236,119008,91531,262143,262143,262143,262143
4532,4660,4261,119078,91515,262143,262143,262143,262143
4533,4681,4202,119016,91549,262143,262143,262143,262143
4534,4647,4282,119028,91522,262143,262143,262143,262143
4535,4660,4206,119010,91556,262143,262143,262143,262143
4536,4686,4272,119070,91547,262143,262143,262143,262143
4537,4693,4242,119025,91549,262143,262143,262143,262143
4538,4621,4241,119075,91534,262143,262143,262143,262143
4539,4695,4223,119145,91586,262143,262143,262143,262143
4540,4658,4253,119172,91564,262143,262143,262143,262143
4541,4661,4206,119197,91623,262143,262143,262143,262143
4542,4659,4235,119261,91563,262143,262143,262143,262143
4543,4659,4250,119335,91578,262143,262143,262143,262143
4544,4662,4279,119330,91587,262143,262143,262143,262143
4545,4674,4225,119343,91625,262143,262143,262143,262143
4546,4680,4265,119416,91598,262143,262143,262143,262143
4547,4701,4256,119440,91691,262143,262143,262143,262143
4548,4656,4250,119527,91639,262143,262143,262143,262143
4549,4661,4210,119245,91529,262143,262143,262143,262143
4550,4656,4257,119027,91501,262143,262143,262143,262143
4551,4664,4230,118992,91483,262143,262143,262143,262143
4552,4695,4226,119012,91542,262143,262143,262143,262143
4553,4636,4242,119084,91483,262143,262143,262143,262143
4554,4661,4273,119059,91557,262143,262143,262143,262143
4555,4668,4213,119085,91493,262143,262143,262143,262143
4556,4693,4265,119149,91548,262143,262143,262143,262143
4557,4669,4235,119194,91525,262143,262143,262143,262143
4558,4699,4239,119219,91597,262143,262143,262143,262143
4559,4672,4262,119264,91554,262143,262143,262143,262143
4560,4648,4267,119274,91631,262143,262143,262143,262143
4561,4665,4254,119340,91605,262143,262143,262143,262143
4562,4647,4256,119382,91665,262143,262143,262143,262143
4563,4720,4230,119423,91600,262143,262143,262143,262143
4564,4625,4246,119473,91638,262143,262143,262143,262143
4565,4655,4217,119551,91659,262143,262143,262143,262143
4566,4657,4261,119386,91579,262143,262143,262143,262143
4567,4688,4221,119080,91496,262143,262143,262143,262143
4568,4648,4250,118953,91504,262143,262143,262143,262143
4569,4652,4257,119012,91526,262143,262143,262143,262143
4570,4674,4278,118955,91487,262143,262143,262143,262143
4571,4658,4250,118956,91501,262143,262143,262143,262143
4572,4620,4246,118991,91519,262143,262143,262143,262143
4573,4666,4273,119058,91482,262143,262143,262143,262143
4574,4678,4222,118988,91513,262143,262143,262143,262143
4575,4683,4242,119057,91481,262143,262143,262143,262143
4576,4639,4263,119099,91552,262143,262143,262143,262143
4577,4660,4246,119157,91538,262143,262143,262143,262143
4578,4662,4247,119183,91588,262143,262143,262143,262143
4579,4665,4251,119232,91535,262143,262143,262143,262143
4580,4707,4269,119289,91589,262143,262143,262143,262143
4581,4677,4265,119278,91618,262143,262143,262143,262143
4582,4664,4245,119360,91646,262143,262143,262143,262143
4583,4694,4274,119397,91594,262143,262143,262143,262143
4584,4678,4236,119473,91646,262143,262143,262143,262143
4585,4634,4242,119503,91614,262143,262143,262143,262143
4586,4691,4230,119588,91672,262143,262143,262143,262143
4587,4645,4271,119482,91602,262143,262143,262143,262143
4588,4630,4248,119117,91504,262143,262143,262143,262143
4589,4671,4270,118945,91522,262143,262143,262143,262143
4590,4669,4250,119015,91463,262143,262143,262143,262143
4591,4658,4288,119018,91487,262143,262143,262143,262143
4592,4670,4259,119006,91484,262143,262143,262143,262143
4593,4668,4229,119000,91458,262143,262143,262143,262143
4594,4695,4249,119040,91515,262143,262143,262143,262143
4595,4662,4299,119019,91514,262143,262143,262143,262143
4596,4683,4226,119079,91499,262143,262143,262143,262143
4597,4687,4269,119092,91573,262143,262143,262143,262143
4598,4673,4287,119145,91553,262143,262143,262143,262143
4599,4695,4215,119166,91562,262143,262143,262143,262143
4600,4672,4261,119331,91572,262143,262143,262143,262143
4601,4675,4214,119364,91639,262143,262143,262143,262143
4602,4679,4242,119427,91640,262143,262143,262143,262143
4603,4659,4279,119465,91594,262143,262143,262143,262143
4604,4688,4232,119562,91669,262143,262143,262143,262143
4605,4674,4288,119568,91703,262143,262143,262143,262143
4606,4667,4279,119644,91631,262143,262143,262143,262143
4607,4656,4269,119199,91524,262143,262143,262143,262143
4608,4688,4228,119070,91499,262143,262143,262143,262143
4609,4701,4252,119008,91517,262143,262143,262143,262143
4610,4645,4260,119106,91503,262143,262143,262143,262143
4611,4676,4234,119061,91540,262143,262143,262143,262143
4612,4678,4262,119053,91526,262143,262143,262143,262143
4613,4649,4250,119096,91558,262143,262143,262143,262143
4614,4645,4270,119090,91527,262143,262143,262143,262143
4615,4685,4280,119097,91548,262143,262143,262143,262143
4616,4712,4255,119173,91580,262143,262143,262143,262143
4617,4666,4292,119206,91524,262143,262143,262143,262143
4618,4665,4237,119286,91576,262143,262143,262143,262143
4619,4708,4255,119296,91568,262143,262143,262143,262143
4620,4673,4264,119332,91600,262143,262143,262143,262143
4621,4644,4263,119368,91573,262143,262143,262143,262143
4622,4670,4254,119432,91632,262143,262143,262143,262143
4623,4664,4262,119435,91679,262143,262143,262143,262143
4624,4685,4256,119543,91651,262143,262143,262143,262143
4625,4666,4289,119498,91600,262143,262143,262143,262143
4626,4675,4225,119171,91509,262143,262143,262143,262143
4627,4669,4232,118999,91475,262143,262143,262143,262143
4628,4712,4249,119015,91519,262143,262143,262143,262143
4629,4631,4268,119014,91538,262143,262143,262143,262143
4630,4719,4241,118997,91503,262143,262143,262143,262143
4631,4661,4263,118996,91477,262143,262143,262143,262143
4632,4661,4241,119088,91521,262143,262143,262143,262143
4633,4694,4269,119065,91514,262143,262143,262143,262143
4634,4686,4246,119122,91517,262143,262143,262143,262143
4635,4663,4288,119094,91553,262143,262143,262143,262143
4636,4671,4235,119193,91575,262143,262143,262143,262143
4637,4662,4264,119232,91575,262143,262143,262143,262143
4638,4709,4234,119277,91570,262143,262143,262143,262143
4639,4645,4265,119321,91637,262143,262143,262143,262143
4640,4687,4224,119358,91592,262143,262143,262143,262143
4641,4674,4257,119367,91653,262143,262143,262143,262143
4642,4655,4241,119450,91653,262143,262143,262143,262143
4643,4718,4254,119519,91600,262143,262143,262143,262143
4644,4675,4250,119271,91525,262143,262143,262143,262143
4645,4639,4255,118934,91501,262143,262143,262143,262143
4646,4681,4286,118931,91479,262143,262143,262143,262143
4647,4691,4259,118898,91486,262143,262143,262143,262143
4648,4707,4225,118930,91455,262143,262143,262143,262143
4649,4688,4263,118853,91478,262143,262143,262143,262143
4650,4682,4228,118930,91497,262143,262143,262143,262143
4651,4676,4272,118952,91500,262143,262143,262143,262143
4652,4686,4236,119037,91524,262143,262143,262143,262143
4653,4658,4249,119062,91539,262143,262143,262143,262143
4654,4663,4276,119118,91515,262143,262143,262143,262143
4655,4693,4251,119128,91573,262143,262143,262143,262143
4656,4647,4258,119157,91566,262143,262143,262143,262143
4657,4643,4254,119211,91548,262143,262143,262143,262143
4658,4665,4290,119287,91583,262143,262143,262143,262143
4659,4691,4261,119221,91531,262143,262143,262143,262143
4660,4676,4219,118907,91491,262143,262143,262143,262143
4661,4684,4254,118732,91435,262143,262143,262143,262143
4662,4676,4228,118760,91386,262143,262143,262143,262143
4663,4706,4253,118734,91413,262143,262143,262143,262143
4664,4677,4259,118659,91371,262143,262143,262143,262143
4665,4726,4266,118657,91434,262143,262143,262143,262143
4666,4684,4282,118715,91429,262143,262143,262143,262143
4667,4688,4260,118682,91442,262143,262143,262143,262143
4668,4683,4233,118735,91409,262143,262143,262143,262143
4669,4712,4250,118774,91458,262143,262143,262143,262143
4670,4682,4260,118858,91447,262143,262143,262143,262143
4671,4713,4238,118827,91476,262143,262143,262143,262143
4672,4664,4250,118918,91481,262143,262143,262143,262143
4673,4625,4257,118904,91509,262143,262143,262143,262143
4674,4675,4283,118996,91533,262143,262143,262143,262143
4675,4692,4251,119053,91555,262143,262143,262143,262143
4676,4671,4250,118979,91429,262143,262143,262143,262143
4677,4678,4266,118703,91409,262143,262143,262143,262143
4678,4671,4285,118553,91387,262143,262143,262143,262143
4679,4684,4239,118533,91371,262143,262143,262143,262143
4680,4717,4258,118514,91321,262143,262143,262143,262143
4681,4684,4269,118452,91353,262143,262143,262143,262143
4682,4667,4274,118485,91338,262143,262143,262143,262143
4683,4725,4247,118536,91404,262143,262143,262143,262143
4684,4686,4257,118547,91323,262143,262143,262143,262143
4685,4666,4282,118577,91424,262143,262143,262143,262143
4686,4689,4268,118613,91367,262143,262143,262143,262143
4687,4687,4261,118701,91408,262143,262143,262143,262143
4688,4700,4255,118723,91406,262143,262143,262143,262143
4689,4695,4219,118741,91453,262143,262143,262143,262143
4690,4695,4253,118761,91430,262143,262143,262143,262143
4691,4713,4240,118844,91472,262143,262143,262143,262143
4692,4650,4251,118857,91456,262143,262143,262143,262143
4693,4677,4284,118801,91351,262143,262143,262143,262143
4694,4678,4259,118457,91370,262143,262143,262143,262143
4695,4662,4284,118400,91336,262143,262143,262143,262143
4696,4682,4242,118373,91327,262143,262143,262143,262143
4697,4723,4246,118377,91292,262143,262143,262143,262143
4698,4661,4281,118327,91320,262143,262143,262143,262143
4699,4710,4224,118348,91346,262143,262143,262143,262143
4700,4649,4265,118465,91358,262143,262143,262143,262143
4701,4675,4268,118482,91398,262143,262143,262143,262143
4702,4668,4252,118565,91370,262143,262143,262143,262143
4703,4673,4228,118613,91435,262143,262143,262143,262143
4704,4678,4250,118674,91425,262143,262143,262143,262143
4705,4657,4275,118741,91428,262143,262143,262143,262143
4706,4660,4257,118747,91459,262143,262143,262143,262143
4707,4673,4271,118854,91445,262143,262143,262143,262143
4708,4668,4256,118902,91439,262143,262143,262143,262143
4709,4685,4268,118973,91448,262143,262143,262143,262143
4710,4673,4259,118585,91369,262143,262143,262143,262143
4711,4676,4289,118430,91349,262143,262143,262143,262143
4712,4681,4245,118414,91344,262143,262143,262143,262143
4713,4711,4240,118477,91302,262143,262143,262143,262143
4714,4648,4259,118413,91352,262143,262143,262143,262143
4715,4672,4286,118453,91314,262143,262143,262143,262143
4716,4682,4254,118533,91350,262143,262143,262143,262143
4717,4657,4215,118520,91336,262143,262143,262143,262143
4718,4714,4250,118504,91369,262143,262143,262143,262143
4719,4649,4269,118593,91386,262143,262143,262143,262143
4720,4687,4239,118622,91409,262143,262143,262143,262143
4721,4678,4265,118719,91421,262143,262143,262143,262143
4722,4671,4251,118743,91441,262143,262143,262143,262143
4723,4678,4284,118794,91382,262143,262143,262143,262143
4724,4685,4213,118815,91486,262143,262143,262143,262143
4725,4695,4265,118918,91473,262143,262143,262143,262143
4726,4719,4253,118923,91510,262143,262143,262143,262143
4727,4650,4253,119002,91455,262143,262143,262143,262143
4728,4716,4236,118655,91367,262143,262143,262143,262143
4729,4669,4256,118522,91314,262143,262143,262143,262143
4730,4678,4222,118459,91332,262143,262143,262143,262143
4731,4670,4288,118557,91305,262143,262143,262143,262143
4732,4676,4249,118505,91338,262143,262143,262143,262143
4733,4642,4270,118551,91327,262143,262143,262143,262143
4734,4671,4269,118551,91357,262143,262143,262143,262143
4735,4674,4257,118562,91355,262143,262143,262143,262143
4736,4706,4257,118580,91398,262143,262143,262143,262143
4737,4676,4293,118668,91412,262143,262143,262143,262143
4738,4688,4221,118713,91449,262143,262143,262143,262143
4739,4701,4250,118762,91402,262143,262143,262143,262143
4740,4659,4241,118860,91445,262143,262143,262143,262143
4741,4656,4273,118883,91439,262143,262143,262143,262143
4742,4674,4267,118866,91474,262143,262143,262143,262143
4743,4649,4264,118994,91470,262143,262143,262143,262143
4744,4714,4241,118969,91509,262143,262143,262143,262143
4745,4657,4257,119086,91525,262143,262143,262143,262143
4746,4687,4225,118999,91475,262143,262143,262143,262143
4747,4679,4277,118658,91334,262143,262143,262143,262143
4748,4692,4221,118469,91357,262143,262143,262143,262143
4749,4676,4289,118557,91337,262143,262143,262143,262143
4750,4705,4253,118581,91362,262143,262143,262143,262143
4751,4641,4258,118612,91327,262143,262143,262143,262143
4752,4719,4237,118579,91378,262143,262143,262143,262143
4753,4666,4287,118678,91438,262143,262143,262143,262143
4754,4678,4235,118746,91419,262143,262143,262143,262143
4755,4669,4267,118765,91463,262143,262143,262143,262143
4756,4683,4282,118829,91468,262143,262143,262143,262143
4757,4660,4269,118908,91440,262143,262143,262143,262143
4758,4692,4231,118941,91434,262143,262143,262143,262143
4759,4700,4273,118959,91506,262143,262143,262143,262143
4760,4696,4250,119058,91448,262143,262143,262143,262143
4761,4656,4258,119124,91518,262143,262143,262143,262143
4762,4683,4291,119199,91531,262143,262143,262143,262143
4763,4698,4216,119192,91554,262143,262143,262143,262143
4764,4679,4253,119343,91506,262143,262143,262143,262143
4765,4652,4281,118842,91409,262143,262143,262143,262143
4766,4677,4269,118644,91354,262143,262143,262143,262143
4767,4644,4251,118616,91389,262143,262143,262143,262143
4768,4706,4240,118656,91319,262143,262143,262143,262143
4769,4670,4265,118619,91335,262143,262143,262143,262143
4770,4688,4218,118604,91368,262143,262143,262143,262143
4771,4708,4274,118665,91393,262143,262143,262143,262143
4772,4693,4264,118629,91402,262143,262143,262143,262143
4773,4651,4271,118747,91391,262143,262143,262143,262143
4774,4686,4283,118765,91406,262143,262143,262143,262143
4775,4665,4266,118769,91425,262143,262143,262143,262143
4776,4684,4280,118873,91474,262143,262143,262143,262143
4777,4690,4278,118928,91455,262143,262143,262143,262143
4778,4679,4222,118932,91463,262143,262143,262143,262143
4779,4712,4249,119045,91501,262143,262143,262143,262143
4780,4677,4258,119079,91503,262143,262143,262143,262143
4781,4715,4237,119170,91500,262143,262143,262143,262143
4782,4680,4296,119207,91556,262143,262143,262143,262143
4783,4689,4241,119291,91562,262143,262143,262143,262143
4784,4663,4289,119290,91561,262143,262143,262143,262143
4785,4681,4246,119395,91623,262143,262143,262143,262143
4786,4709,4249,119326,91490,262143,262143,262143,262143
4787,4655,4261,118770,91423,262143,262143,262143,262143
4788,4688,4300,118678,91364,262143,262143,262143,262143
4789,4682,4262,118763,91388,262143,262143,262143,262143
4790,4671,4285,118701,91385,262143,262143,262143,262143
4791,4694,4259,118763,91378,262143,262143,262143,262143
4792,4719,4251,118751,91381,262143,262143,262143,262143
4793,4661,4265,118772,91413,262143,262143,262143,262143
4794,4698,4292,118786,91451,262143,262143,262143,262143
4795,4692,4233,118828,91423,262143,262143,262143,262143
4796,4693,4264,118836,91451,262143,262143,262143,262143
4797,4665,4288,118972,91472,262143,262143,262143,262143
4798,4688,4261,118991,91495,262143,262143,262143,262143
4799,4723,4244,119050,91463,262143,262143,262143,262143
4800,4685,4271,119184,91543,262143,262143,262143,262143
4801,4645,4263,119288,91541,262143,262143,262143,262143
4802,4683,4287,119286,91592,262143,262143,262143,262143
4803,4660,4267,119329,91590,262143,262143,262143,262143
4804,4684,4290,119456,91617,262143,262143,262143,262143
4805,4702,4222,119171,91448,262143,262143,262143,262143
4806,4692,4266,118769,91424,262143,262143,262143,262143
4807,4699,4285,118754,91400,262143,262143,262143,262143
4808,4698,4246,118799,91387,262143,262143,262143,262143
4809,4671,4274,118833,91392,262143,262143,262143,262143
4810,4725,4236,118784,91436,262143,262143,262143,262143
4811,4702,4259,118880,91395,262143,262143,262143,262143
4812,4683,4267,118866,91462,262143,262143,262143,262143
4813,4719,4260,118875,91438,262143,262143,262143,262143
4814,4688,4299,118889,91491,262143,262143,262143,262143
4815,4696,4233,118990,91474,262143,262143,262143,262143
4816,4695,4296,118990,91503,262143,262143,262143,262143
4817,4688,4256,119120,91487,262143,262143,262143,262143
4818,4666,4273,119127,91548,262143,262143,262143,262143
4819,4686,4274,119218,91495,262143,262143,262143,262143
4820,4670,4293,119279,91595,262143,262143,262143,262143
4821,4713,4266,119330,91576,262143,262143,262143,262143
4822,4700,4266,119363,91622,262143,262143,262143,262143
4823,4727,4250,119475,91613,262143,262143,262143,262143
4824,4692,4269,119499,91638,262143,262143,262143,262143
4825,4704,4266,119540,91526,262143,262143,262143,262143
4826,4687,4299,118997,91445,262143,262143,262143,262143
4827,4740,4256,118815,91369,262143,262143,262143,262143
4828,4707,4285,118828,91449,262143,262143,262143,262143
4829,4733,4253,118848,91409,262143,262143,262143,262143
4830,4687,4267,118859,91417,262143,262143,262143,262143
4831,4707,4230,118901,91415,262143,262143,262143,262143
4832,4698,4300,118848,91432,262143,262143,262143,262143
4833,4696,4264,118902,91473,262143,262143,262143,262143
4834,4682,4298,118935,91402,262143,262143,262143,262143
4835,4695,4259,119003,91470,262143,262143,262143,262143
4836,4657,4276,118979,91490,262143,262143,262143,262143
4837,4695,4275,119082,91512,262143,262143,262143,262143
4838,4697,4286,119090,91516,262143,262143,262143,262143
4839,4717,4240,119179,91566,262143,262143,262143,262143
4840,4710,4279,119236,91544,262143,262143,262143,262143
4841,4705,4270,119299,91528,262143,262143,262143,262143
4842,4669,4290,119374,91588,262143,262143,262143,262143
4843,4707,4272,119411,91574,262143,262143,262143,262143
4844,4741,4258,119520,91603,262143,262143,262143,262143
4845,4709,4289,119554,91610,262143,262143,262143,262143
4846,4697,4306,119120,91442,262143,262143,262143,262143
4847,4715,4234,118823,91410,262143,262143,262143,262143
4848,4733,4267,118772,91414,262143,262143,262143,262143
4849,4667,4255,118849,91445,262143,262143,262143,262143
4850,4729,4315,118889,91417,262143,262143,262143,262143
4851,4702,4236,118846,91449,262143,262143,262143,262143
4852,4685,4294,118944,91406,262143,262143,262143,262143
4853,4704,4241,118961,91492,262143,262143,262143,262143
4854,4718,4305,119030,91442,262143,262143,262143,262143
4855,4708,4264,119111,91495,262143,262143,262143,262143
4856,4703,4257,119134,91543,262143,262143,262143,262143
4857,4744,4256,119175,91532,262143,262143,262143,262143
4858,4674,4256,119213,91546,262143,262143,262143,262143
4859,4736,4260,119308,91589,262143,262143,262143,262143
4860,4671,4278,119376,91528,262143,262143,262143,262143
4861,4715,4239,119449,91605,262143,262143,262143,262143
4862,4735,4264,119460,91635,262143,262143,262143,262143
4863,4684,4263,119509,91545,262143,262143,262143,262143
4864,4714,4307,119016,91381,262143,262143,262143,262143
4865,4719,4233,118793,91411,262143,262143,262143,262143
4866,4721,4275,118820,91418,262143,262143,262143,262143
4867,4699,4236,118839,91462,262143,262143,262143,262143
4868,4742,4262,118826,91370,262143,262143,262143,262143
4869,4693,4295,118822,91451,262143,262143,262143,262143
4870,4702,4256,118880,91420,262143,262143,262143,262143
4871,4696,4275,118835,91430,262143,262143,262143,262143
4872,4662,4273,118890,91450,262143,262143,262143,262143
4873,4701,4291,118936,91454,262143,262143,262143,262143
4874,4710,4230,119022,91441,262143,262143,262143,262143
4875,4728,4264,119032,91481,262143,262143,262143,262143
4876,4676,4285,119032,91513,262143,262143,262143,262143
4877,4704,4253,119121,91487,262143,262143,262143,262143
4878,4748,4257,119186,91496,262143,262143,262143,262143
4879,4698,4281,119163,91531,262143,262143,262143,262143
4880,4709,4274,119280,91563,262143,262143,262143,262143
4881,4721,4282,119349,91565,262143,262143,262143,262143
4882,4716,4270,119139,91468,262143,262143,262143,262143
4883,4701,4297,118790,91373,262143,262143,262143,262143
4884,4699,4267,118742,91356,262143,262143,262143,262143
4885,4707,4272,118682,91382,262143,262143,262143,262143
4886,4730,4243,118696,91327,262143,262143,262143,262143
4887,4693,4302,118698,91369,262143,262143,262143,262143
4888,4695,4271,118675,91388,262143,262143,262143,262143
4889,4690,4287,118730,91354,262143,262143,262143,262143
4890,4725,4264,118734,91383,262143,262143,262143,262143
4891,4712,4279,118761,91430,262143,262143,262143,262143
4892,4711,4292,118822,91381,262143,262143,262143,262143
4893,4678,4268,118914,91416,262143,262143,262143,262143
4894,4740,4232,118922,91442,262143,262143,262143,262143
4895,4708,4274,118982,91442,262143,262143,262143,262143
4896,4692,4301,118967,91448,262143,262143,262143,262143
4897,4720,4264,119018,91489,262143,262143,262143,262143
4898,4721,4272,119116,91511,262143,262143,262143,262143
4899,4687,4269,119212,91519,262143,262143,262143,262143
4900,4690,4301,118546,91322,262143,262143,262143,262143
4901,4710,4301,118569,91272,262143,262143,262143,262143
4902,4701,4243,118551,91318,262143,262143,262143,262143
4903,4738,4263,118514,91290,262143,262143,262143,262143
4904,4673,4270,118581,91317,262143,262143,262143,262143
4905,4701,4298,118501,91274,262143,262143,262143,262143
4906,4707,4259,118591,91299,262143,262143,262143,262143
4907,4693,4264,118510,91322,262143,262143,262143,262143
4908,4701,4283,118579,91326,262143,262143,262143,262143
4909,4712,4288,118673,91354,262143,262143,262143,262143
4910,4737,4241,118655,91357,262143,262143,262143,262143
4911,4722,4304,118794,91381,262143,262143,262143,262143
4912,4721,4249,118755,91400,262143,262143,262143,262143
4913,4687,4245,118836,91392,262143,262143,262143,262143
4914,4700,4266,118830,91431,262143,262143,262143,262143
4915,4683,4281,118942,91455,262143,262143,262143,262143
4916,4719,4228,118894,91375,262143,262143,262143,262143
4917,4699,4268,118545,91236,262143,262143,262143,262143
4918,4684,4290,118384,91227,262143,262143,262143,262143
4919,4715,4265,118345,91215,262143,262143,262143,262143
4920,4703,4242,118333,91242,262143,262143,262143,262143
4921,4701,4286,118294,91194,262143,262143,262143,262143
4922,4741,4260,118352,91271,262143,262143,262143,262143
4923,4679,4281,118327,91235,262143,262143,262143,262143
4924,4701,4298,118258,91237,262143,262143,262143,262143
4925,4711,4246,118335,91285,262143,262143,262143,262143
4926,4742,4255,118406,91221,262143,262143,262143,262143
4927,4674,4265,118447,91286,262143,262143,262143,262143
4928,4733,4245,118431,91301,262143,262143,262143,262143
4929,4699,4279,118478,91324,262143,262143,262143,262143
4930,4728,4248,118484,91315,262143,262143,262143,262143
4931,4706,4297,118558,91335,262143,262143,262143,262143
4932,4710,4267,118644,91365,262143,262143,262143,262143
4933,4677,4302,118607,91295,262143,262143,262143,262143
4934,4693,4236,118306,91205,262143,262143,262143,262143
4935,4688,4271,118107,91147,262143,262143,262143,262143
4936,4697,4230,118091,91157,262143,262143,262143,262143
4937,4723,4285,117968,91155,262143,262143,262143,262143
4938,4702,4254,117986,91150,262143,262143,262143,262143
4939,4669,4248,117957,91143,262143,262143,262143,262143
4940,4715,4252,118039,91134,262143,262143,262143,262143
4941,4693,4271,117934,91152,262143,262143,262143,262143
4942,4723,4236,118037,91150,262143,262143,262143,262143
4943,4705,4297,118003,91174,262143,262143,262143,262143
4944,4710,4229,118106,91170,262143,262143,262143,262143
4945,4694,4265,118192,91222,262143,262143,262143,262143
4946,4730,4254,118193,91225,262143,262143,262143,262143
4947,4686,4267,118243,91188,262143,262143,262143,262143
4948,4709,4250,118306,91252,262143,262143,262143,262143
4949,4700,4310,118318,91267,262143,262143,262143,262143
4950,4699,4263,117898,91130,262143,262143,262143,262143
4951,4716,4236,117765,91091,262143,262143,262143,262143
4952,4731,4255,117783,91125,262143,262143,262143,262143
4953,4666,4264,117750,91072,262143,262143,262143,262143
4954,4686,4236,117712,91090,262143,262143,262143,262143
4955,4684,4256,117737,91117,262143,262143,262143,262143
4956,4701,4230,117800,91071,262143,262143,262143,262143
4957,4696,4263,117800,91132,262143,262143,262143,262143
4958,4701,4246,117847,91149,262143,262143,262143,262143
4959,4668,4268,117935,91206,262143,262143,262143,262143
4960,4696,4290,118027,91170,262143,262143,262143,262143
4961,4703,4229,118115,91210,262143,262143,262143,262143
4962,4715,4261,118083,91196,262143,262143,262143,262143
4963,4669,4284,118043,91171,262143,262143,262143,262143
4964,4708,4278,118001,91164,262143,262143,262143,262143
4965,4735,4252,118085,91233,262143,262143,262143,262143
4966,4708,4306,118154,91152,262143,262143,262143,262143
4967,4711,4225,117799,91099,262143,262143,262143,262143
4968,4731,4262,117711,91059,262143,262143,262143,262143
4969,4679,4277,117669,91096,262143,262143,262143,262143
4970,4693,4283,117756,91094,262143,262143,262143,262143
4971,4690,4254,117788,91097,262143,262143,262143,262143
4972,4694,4296,117758,91121,262143,262143,262143,262143
4973,4696,4232,117786,91099,262143,262143,262143,262143
4974,4716,4252,117808,91090,262143,262143,262143,262143
4975,4662,4269,117862,91145,262143,262143,262143,262143
4976,4695,4286,117929,91160,262143,262143,262143,262143
